model,stage,source_log,absolute_epoch,relative_epoch,loss,ce,smooth,contrast,action_aux,rollout
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,79.0,79.0,3.2716,3.0943,0.0,0.0,0.0013,3.5425
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,80.0,80.0,3.3095,3.1304,0.0,0.0,0.0014,3.5775
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,81.0,81.0,3.2598,3.0824,0.0,0.0,0.0011,3.5439
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,82.0,82.0,3.2436,3.0686,0.0,0.0,0.0012,3.4971
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,83.0,83.0,3.3189,3.1398,0.0,0.0,0.0012,3.5798
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,84.0,84.0,3.2986,3.1198,0.0,0.0,0.0012,3.5746
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,85.0,85.0,3.2347,3.0594,0.0,0.0,0.0011,3.503
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,86.0,86.0,3.2414,3.0657,0.0,0.0,0.0011,3.5103
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,87.0,87.0,3.2871,3.1084,0.0,0.0,0.0013,3.5724
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,88.0,88.0,3.2598,3.0837,0.0,0.0,0.0011,3.5196
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,89.0,89.0,3.2746,3.0971,0.0,0.0,0.0013,3.5468
Final,rollout_memory_ft,/home/llb/HunyuanWorld-Voyager/bishe/carla_project/logs/train_wm/train_world_model_f8_adaln_aux_rollout_ft_b1_20260509.log,90.0,90.0,3.2815,3.1033,0.0,0.0,0.0013,3.5613
